City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Tenenkou,ML,2021-10-09 16:12:00,14.4572,-4.9169,103.17,10,30,8.46
295,Bilma,NE,2021-10-09 16:12:00,18.6853,12.9164,95.0,11,7,2.04
296,Port Macquarie,AU,2021-10-09 16:08:31,-31.4333,152.9167,58.96,93,13,11.12
297,Hamilton,US,2021-10-09 16:10:49,39.1834,-84.5333,78.66,71,1,1.01
298,Klaksvik,FO,2021-10-09 16:12:02,62.2266,-6.589,50.92,83,64,14.83
299,Mwanza,TZ,2021-10-09 16:12:02,-2.5167,32.9,78.33,60,36,6.35
300,Alamogordo,US,2021-10-09 16:12:03,32.8995,-105.9603,81.57,32,1,4.0
301,Khuzdar,PK,2021-10-09 16:12:03,27.7384,66.6434,78.96,14,0,8.77
302,Hualmay,PE,2021-10-09 16:12:03,-11.0964,-77.6139,65.46,83,86,6.91
303,Lata,PT,2021-10-09 16:08:34,40.1629,-8.3327,81.05,53,88,4.29
304,Cururupu,BR,2021-10-09 16:12:04,-1.8283,-44.8683,87.24,59,79,7.99
305,Rawson,AR,2021-10-09 16:10:53,-43.3002,-65.1023,69.17,32,0,1.7
306,Fort Nelson,CA,2021-10-09 16:12:04,58.8053,-122.7002,38.8,74,66,2.93
307,Ohringen,DE,2021-10-09 16:12:04,49.2017,9.5039,61.59,63,0,7.76
308,Vao,NC,2021-10-09 16:12:05,-22.6667,167.4833,69.48,60,100,15.23
309,Alekseyevka,RU,2021-10-09 16:12:05,50.6309,38.6903,47.1,40,100,7.31
310,Codajas,BR,2021-10-09 16:12:05,-3.8367,-62.0569,96.42,42,100,3.4
311,Mogadishu,SO,2021-10-09 16:10:48,2.0371,45.3438,78.64,87,26,12.01
312,Utete,TZ,2021-10-09 16:12:06,-7.986,38.758,79.14,61,10,10.69
313,Mildura,AU,2021-10-09 16:12:06,-34.2,142.15,53.08,89,100,15.1
314,Palkino,RU,2021-10-09 16:12:06,57.5409,28.0126,47.95,58,90,4.65
315,Nerchinskiy Zavod,RU,2021-10-09 16:12:06,51.3088,119.61,35.06,97,100,16.53
316,Majitha,IN,2021-10-09 16:12:07,31.7583,74.9544,89.37,94,0,4.61
317,Lorengau,PG,2021-10-09 16:12:07,-2.0226,147.2712,81.61,77,84,4.72
318,Pangody,RU,2021-10-09 16:12:07,65.85,74.4859,29.5,85,100,17.85
319,Toguchin,RU,2021-10-09 16:12:08,55.2353,84.3858,43.12,74,79,9.6
320,San Quintin,MX,2021-10-09 16:12:08,30.4833,-115.95,67.86,69,5,17.02
321,Mandera,KE,2021-10-09 16:12:08,3.9366,41.867,93.27,28,68,13.71
322,Bam,IR,2021-10-09 16:12:08,29.106,58.357,73.92,23,0,11.88
323,Tezu,IN,2021-10-09 16:12:09,27.9167,96.1667,76.44,80,0,3.38
324,Vidalia,US,2021-10-09 16:12:09,32.2177,-82.4135,79.95,69,75,6.91
325,Pisco,PE,2021-10-09 16:09:13,-13.7,-76.2167,67.01,72,75,8.05
326,Geraldton,AU,2021-10-09 16:12:09,-28.7667,114.6,55.81,62,0,13.8
327,Cuicatlan,MX,2021-10-09 16:12:10,17.8,-96.9667,72.28,95,100,2.35
328,Mangochi,MW,2021-10-09 16:12:10,-14.4782,35.2645,81.18,35,3,3.69
329,Taltal,CL,2021-10-09 16:12:10,-25.4,-70.4833,63.12,59,0,7.02
330,Washington,US,2021-10-09 16:09:33,47.5001,-120.5015,49.96,56,100,3.27
331,Tari,NG,2021-10-09 16:12:11,12.4086,4.4914,96.82,28,100,4.16
332,Nelson Bay,AU,2021-10-09 16:12:11,-32.7167,152.15,67.68,70,1,11.95
333,Kavaratti,IN,2021-10-09 16:12:11,10.5669,72.642,82.81,78,100,11.7
334,Mlonggo,ID,2021-10-09 16:12:12,-6.5333,110.7,77.52,70,54,9.1
335,Kristiansund,NO,2021-10-09 16:09:20,63.1115,7.732,57.85,88,90,2.3
336,Atasu,KZ,2021-10-09 16:12:12,48.6814,71.6433,45.91,52,100,6.17
337,Mayo,US,2021-10-09 16:12:12,38.8876,-76.5119,72.25,81,90,10.0
338,Chany,RU,2021-10-09 16:12:13,55.3121,76.7647,41.43,76,99,6.31
339,Ostrovnoy,RU,2021-10-09 16:12:13,68.0531,39.5131,36.86,81,95,11.97
340,Tilichiki,RU,2021-10-09 16:09:54,60.4667,166.1,24.49,77,10,4.27
341,Evensk,RU,2021-10-09 16:12:13,61.95,159.2333,24.87,61,22,5.73
342,Khorramshahr,IR,2021-10-09 16:12:13,30.4397,48.1664,84.15,7,0,12.75
343,Kasongo-Lunda,CD,2021-10-09 16:12:14,-6.4667,16.8167,85.05,52,99,1.66
344,Malanje,AO,2021-10-09 16:12:14,-9.5402,16.341,88.5,26,39,9.17
345,Bay Roberts,CA,2021-10-09 16:12:14,47.5999,-53.2648,48.33,81,73,10.0
346,Byron Bay,AU,2021-10-09 16:07:38,-28.65,153.6167,69.06,89,1,14.09
347,Nkoteng,CM,2021-10-09 16:12:15,4.5167,12.0333,78.12,84,95,4.16
348,Cabra,ES,2021-10-09 16:12:15,37.4725,-4.4421,83.64,30,49,5.03
349,Sarkand,KZ,2021-10-09 16:12:15,45.41,79.9186,46.51,45,73,5.06
350,Teknaf,BD,2021-10-09 16:12:16,20.8624,92.3058,80.78,84,39,1.99
351,Stephenville,US,2021-10-09 16:12:16,32.2207,-98.2023,80.82,63,1,13.8
352,Hornepayne,CA,2021-10-09 16:12:16,49.2138,-84.7705,62.06,90,100,6.33
353,Isernia,IT,2021-10-09 16:12:17,41.6002,14.2382,61.54,74,80,6.24
354,Yaya,RU,2021-10-09 16:12:17,56.206,86.44,43.07,73,100,11.59
355,Sao Raimundo Das Mangabeiras,BR,2021-10-09 16:12:17,-7.0219,-45.4811,102.43,21,53,5.12
356,Sur,OM,2021-10-09 16:09:42,22.5667,59.5289,84.79,52,0,2.71
357,Luangwa,ZM,2021-10-09 16:12:18,-15.6167,30.4167,88.39,29,0,3.85
358,Samarai,PG,2021-10-09 16:12:18,-10.6167,150.6667,79.16,84,88,16.78
359,Goderich,CA,2021-10-09 16:12:18,43.7501,-81.7165,66.9,86,75,10.63
360,Los Llanos De Aridane,ES,2021-10-09 16:12:18,28.6585,-17.9182,73.15,80,20,16.11
361,Salihorsk,BY,2021-10-09 16:12:19,52.7876,27.5415,43.29,67,10,5.44
362,Ibirapitanga,BR,2021-10-09 16:12:19,-14.1642,-39.3736,75.52,87,100,3.89
363,Turukhansk,RU,2021-10-09 16:12:19,65.8167,87.9833,26.47,83,100,20.07
364,Haines Junction,CA,2021-10-09 16:12:20,60.7522,-137.5108,32.49,96,88,3.09
365,Jalu,LY,2021-10-09 16:12:20,29.0331,21.5482,86.49,19,0,6.2
366,Baracoa,CU,2021-10-09 16:12:20,20.3467,-74.4958,86.23,66,58,4.34
367,Roma,US,2021-10-09 16:10:56,43.2128,-75.4557,67.68,70,90,12.66
368,Batsfjord,NO,2021-10-09 16:12:21,70.6345,29.7185,36.75,94,100,5.64
369,Vermilion,US,2021-10-09 16:12:21,40.1667,-87.7506,80.92,64,1,11.5
370,Ashcroft,CA,2021-10-09 16:12:21,50.7165,-121.2859,49.48,74,85,5.44
371,Tongchuan,CN,2021-10-09 16:12:21,35.0806,109.0897,47.01,72,100,9.01
372,Anadyr,RU,2021-10-09 16:12:22,64.75,177.4833,24.01,100,100,4.0
373,Kozhva,RU,2021-10-09 16:12:22,65.1073,57.0459,31.12,74,9,6.6
374,Caucasia,CO,2021-10-09 16:10:01,7.9865,-75.1935,79.95,85,98,3.42
375,West Odessa,US,2021-10-09 16:12:22,31.8424,-102.4988,85.82,31,1,12.66
376,Krasnyy Chikoy,RU,2021-10-09 16:12:11,50.3643,108.7512,29.26,92,53,3.0
377,Bethel,US,2021-10-09 16:08:57,41.3712,-73.414,66.92,75,75,3.0
378,Sola,VU,2021-10-09 16:12:23,-13.8833,167.55,79.45,82,85,20.65
379,Tazovskiy,RU,2021-10-09 16:09:40,67.4667,78.7,28.44,70,99,17.25
380,Goya,AR,2021-10-09 16:12:23,-29.14,-59.2626,81.1,42,44,10.22
381,Smolenka,RU,2021-10-09 16:12:23,52.1352,113.4974,37.47,48,17,13.42
382,Tagusao,PH,2021-10-09 16:11:00,9.1924,117.8141,79.18,87,100,11.18
383,Nara,JP,2021-10-09 16:09:10,34.6851,135.8049,74.91,64,1,6.02
384,Yulara,AU,2021-10-09 16:12:24,-25.2406,130.9889,73.24,38,90,5.75
385,Wladyslawowo,PL,2021-10-09 16:12:24,54.7909,18.4009,53.94,49,98,7.4
386,Ancud,CL,2021-10-09 16:12:24,-41.8697,-73.8203,62.13,70,1,7.05
387,Carutapera,BR,2021-10-09 16:12:25,-1.195,-46.02,86.05,64,91,10.2
388,Kyshtovka,RU,2021-10-09 16:12:25,56.555,76.6271,41.04,76,100,6.29
389,Quatre Cocos,MU,2021-10-09 16:12:25,-20.2078,57.7625,72.09,78,45,18.28
390,Sirsilla,IN,2021-10-09 16:12:26,18.3833,78.8333,77.31,83,84,4.36
391,San Patricio,US,2021-10-09 16:11:16,28.017,-97.5169,84.09,55,26,7.87
392,Acapulco,MX,2021-10-09 16:09:34,16.8634,-99.8901,85.82,74,40,3.44
393,Nuuk,GL,2021-10-09 16:12:26,64.1835,-51.7216,36.21,75,75,11.5
394,Shimoda,JP,2021-10-09 16:12:26,34.6667,138.95,68.11,88,23,12.5
395,Solnechnyy,RU,2021-10-09 16:12:27,50.7214,136.6319,45.63,65,100,4.81
396,Durango,MX,2021-10-09 16:08:52,24.8333,-104.8333,70.09,31,4,2.55
397,Almansa,ES,2021-10-09 16:12:27,38.8692,-1.0971,75.29,57,84,4.65
398,High Level,CA,2021-10-09 16:08:31,58.5169,-117.136,46.47,64,97,7.05
399,Northam,GB,2021-10-09 16:12:28,51.0333,-4.2167,64.38,83,100,3.6
400,Codrington,AU,2021-10-09 16:08:53,-38.2667,141.9667,46.27,75,98,6.73
401,Coihaique,CL,2021-10-09 16:12:28,-45.5752,-72.0662,59.61,52,31,8.1
402,Yanam,IN,2021-10-09 16:12:28,16.7333,82.2167,82.8,92,7,1.21
403,Baiyin,CN,2021-10-09 16:12:28,36.5583,104.2081,41.29,31,100,3.94
404,Oksfjord,NO,2021-10-09 16:12:29,70.2396,22.3479,41.92,96,100,5.68
405,San Juan,AR,2021-10-09 16:08:50,-31.5375,-68.5364,62.73,49,88,4.36
406,Ust-Kuyga,RU,2021-10-09 16:12:29,70.0167,135.6,18.16,89,100,5.91
407,Ericeira,PT,2021-10-09 16:12:29,38.9627,-9.4156,78.46,79,93,12.19
408,Bubaque,GW,2021-10-09 16:12:30,11.2833,-15.8333,83.16,73,92,8.93
409,Naze,JP,2021-10-09 16:12:30,28.3667,129.4833,76.26,84,23,20.71
410,Sibenik,HR,2021-10-09 16:10:34,43.7272,15.9058,57.54,61,100,5.99
411,Lake Havasu City,US,2021-10-09 16:11:57,34.4839,-114.3224,72.1,23,1,1.99
412,Itoman,JP,2021-10-09 16:12:30,26.1247,127.6694,82.42,78,20,10.36
413,Hovd,MN,2021-10-09 16:12:31,48.0056,91.6419,34.11,40,0,0.72
414,Tual,ID,2021-10-09 16:12:31,-5.6667,132.75,82.13,77,81,8.39
415,Guerrero Negro,MX,2021-10-09 16:12:31,27.9769,-114.0611,73.65,60,1,19.26
416,Guanica,PR,2021-10-09 16:12:32,17.9716,-66.908,92.25,68,1,11.99
417,Chicama,PE,2021-10-09 16:12:32,-7.8447,-79.1469,61.34,64,65,8.39
418,Ylivieska,FI,2021-10-09 16:12:32,64.0833,24.55,51.31,94,55,4.85
419,Alta Floresta,BR,2021-10-09 16:12:33,-9.8756,-56.0861,98.44,34,66,1.79
420,Pingliang,CN,2021-10-09 16:12:33,35.5392,106.6861,39.34,68,100,4.83
421,Methala,IN,2021-10-09 16:12:33,10.2166,76.2166,78.8,91,99,3.71
422,Harbour Breton,CA,2021-10-09 16:12:33,47.4833,-55.7983,48.99,59,16,21.99
423,Ape,LV,2021-10-09 16:12:34,57.5393,26.6929,47.71,54,100,3.06
424,Xuddur,SO,2021-10-09 16:12:34,4.1213,43.8894,82.54,50,93,12.66
425,Ihosy,MG,2021-10-09 16:12:34,-22.4,46.1167,70.52,58,47,5.88
426,Dingle,PH,2021-10-09 16:12:34,10.9995,122.6711,74.26,95,97,8.63
427,Salinas,US,2021-10-09 16:12:35,36.6777,-121.6555,59.92,68,1,9.22
428,Hammerfest,NO,2021-10-09 16:12:35,70.6634,23.6821,41.45,100,90,0.0
429,Severo-Yeniseyskiy,RU,2021-10-09 16:12:35,60.3725,93.0408,31.6,78,100,16.69
430,Bara,NG,2021-10-09 16:12:36,10.3744,10.7288,91.22,43,72,4.74
431,Lasa,IT,2021-10-09 16:08:43,46.6166,10.7002,57.11,72,8,3.04
432,Lom Sak,TH,2021-10-09 16:12:36,16.7798,101.2422,75.69,93,100,2.3
433,Chapais,CA,2021-10-09 16:10:52,49.7834,-74.8492,64.15,59,70,9.98
434,Vanimo,PG,2021-10-09 16:12:36,-2.6741,141.3028,79.25,89,41,7.58
435,Chardara,KZ,2021-10-09 16:12:37,41.2547,67.9692,55.26,33,93,11.56
436,Pokhara,NP,2021-10-09 16:12:37,28.2333,83.9833,68.61,89,48,4.25
437,Mackenzie,CA,2021-10-09 16:12:37,55.2999,-123.1698,40.15,89,100,10.02
438,College,US,2021-10-09 16:12:37,64.8569,-147.8028,37.29,91,75,0.0
439,Lambarene,GA,2021-10-09 16:12:38,-0.7001,10.2406,79.27,90,100,5.08
440,Iskateley,RU,2021-10-09 16:12:38,67.6803,53.1512,31.08,77,90,8.75
441,Koutsouras,GR,2021-10-09 16:12:38,35.0339,25.9469,75.11,76,0,6.2
442,Egvekinot,RU,2021-10-09 16:12:39,66.3167,-179.1667,18.23,86,100,9.6
443,Kieta,PG,2021-10-09 16:12:39,-6.2167,155.6333,77.94,85,61,3.98
444,Mahdalynivka,UA,2021-10-09 16:12:39,48.921,34.9156,50.58,22,100,9.6
445,Akdepe,TM,2021-10-09 16:12:39,42.0551,59.3788,51.8,48,41,10.74
446,Ukiah,US,2021-10-09 16:12:40,39.1502,-123.2078,59.02,79,1,0.0
447,Hwange,ZW,2021-10-09 16:12:40,-18.3693,26.5019,94.77,17,1,7.99
448,Acari,PE,2021-10-09 16:12:40,-15.4311,-74.6158,72.21,69,66,9.24
449,Comodoro Rivadavia,AR,2021-10-09 16:11:55,-45.8667,-67.5,60.66,51,0,13.8
450,Chau Doc,VN,2021-10-09 16:12:41,10.7,105.1167,79.03,86,99,8.37
451,Tukrah,LY,2021-10-09 16:09:18,32.5341,20.5791,76.91,62,0,10.76
452,Etchoropo,MX,2021-10-09 16:12:41,26.7667,-109.6667,89.98,32,5,7.31
453,Puerto Lempira,HN,2021-10-09 16:12:41,15.2667,-83.7667,85.46,70,59,4.12
454,Aksu,CN,2021-10-09 16:12:42,41.1231,80.2644,49.32,32,92,6.69
455,Vardo,NO,2021-10-09 16:09:58,70.3705,31.1107,38.17,97,100,10.92
456,Inhambane,MZ,2021-10-09 16:12:42,-23.865,35.3833,73.58,70,0,15.05
457,Zhigansk,RU,2021-10-09 16:12:42,66.7697,123.3711,34.29,99,100,17.52
458,Bahia Blanca,AR,2021-10-09 16:12:43,-38.7196,-62.2724,74.17,26,0,5.46
459,Rognan,NO,2021-10-09 16:12:43,67.0953,15.3878,51.76,86,100,6.64
460,Alofi,NU,2021-10-09 16:12:43,-19.0595,-169.9187,77.4,78,93,6.96
461,Manjacaze,MZ,2021-10-09 16:12:43,-24.7117,33.8828,85.78,33,0,5.64
462,Moerai,PF,2021-10-09 16:12:44,-22.4333,-151.3333,73.36,75,19,3.15
463,Praia Da Vitoria,PT,2021-10-09 16:12:44,38.7333,-27.0667,75.76,72,23,14.54
464,Batticaloa,LK,2021-10-09 16:12:44,7.7102,81.6924,82.53,67,100,9.35
465,Mocajuba,BR,2021-10-09 16:12:45,-2.5842,-49.5072,98.58,36,99,3.94
466,Pacific Grove,US,2021-10-09 16:10:01,36.6177,-121.9166,60.91,70,90,1.01
467,Seoul,KR,2021-10-09 16:08:10,37.5683,126.9778,71.04,83,13,2.59
468,Vicuna,CL,2021-10-09 16:12:45,-30.0319,-70.7081,71.76,33,0,8.23
469,Carballo,ES,2021-10-09 16:12:45,43.213,-8.691,73.0,80,100,11.92
470,Uddevalla,SE,2021-10-09 16:12:45,58.3478,11.9424,55.26,83,99,3.0
471,Russell,US,2021-10-09 16:10:51,32.3502,-85.1999,81.97,77,75,0.0
472,Lusaka,ZM,2021-10-09 16:09:05,-15.4067,28.2871,86.72,21,79,8.39
473,Limulunga,ZM,2021-10-09 16:12:46,-15.0969,23.1376,96.06,13,83,1.7
474,Samfya,ZM,2021-10-09 16:12:46,-11.3649,29.5565,86.11,22,6,2.71
475,Imbituba,BR,2021-10-09 16:12:47,-28.24,-48.6703,64.29,91,100,13.24
476,Lazarev,RU,2021-10-09 16:12:47,52.225,141.5131,47.26,83,100,10.6
477,Ocampo,MX,2021-10-09 16:12:47,21.65,-101.5,64.96,59,13,6.44
478,Fairbanks,US,2021-10-09 16:12:47,64.8378,-147.7164,37.31,91,90,0.0
479,Chiang Klang,TH,2021-10-09 16:12:48,19.2938,100.8617,74.3,98,100,1.16
480,Torbay,CA,2021-10-09 16:09:13,47.6666,-52.7314,47.57,81,99,5.99
481,Zabol,AF,2021-10-09 16:12:48,32.25,67.25,61.68,22,0,15.93
482,Merauke,ID,2021-10-09 16:12:48,-8.4667,140.3333,79.39,84,71,14.05
483,Paracatu,BR,2021-10-09 16:09:24,-17.2222,-46.8747,94.55,26,40,8.86
484,Saint-Paul,RE,2021-10-09 16:12:49,-21.0096,55.2707,73.51,75,57,1.34
485,Havre-Saint-Pierre,CA,2021-10-09 16:08:42,50.2334,-63.5986,45.75,61,0,5.03
486,Aksarka,RU,2021-10-09 16:12:49,66.5606,67.7975,30.81,76,94,8.28
487,Ulladulla,AU,2021-10-09 16:12:49,-35.35,150.4667,62.1,86,47,4.85
488,Dongsheng,CN,2021-10-09 16:12:49,39.8161,109.9776,39.49,35,100,11.48
489,Wynyard,AU,2021-10-09 16:12:50,-41.0,145.7167,45.99,74,4,10.42
490,Shambu,ET,2021-10-09 16:12:50,9.5667,37.1,54.12,92,97,1.41
491,Uige,AO,2021-10-09 16:12:50,-7.6087,15.0613,83.91,56,99,1.45
492,Bitkine,TD,2021-10-09 16:12:51,11.9801,18.2138,89.74,43,94,8.14
493,Namatanai,PG,2021-10-09 16:12:51,-3.6667,152.4333,78.01,85,85,3.96
494,Okitipupa,NG,2021-10-09 16:12:51,6.5047,4.7839,78.64,92,100,4.68
495,Kaeo,NZ,2021-10-09 16:09:00,-35.1,173.7833,53.33,86,53,6.91
496,Namibe,AO,2021-10-09 16:12:52,-15.1961,12.1522,69.55,68,10,9.69
497,Kawalu,ID,2021-10-09 16:12:52,-7.3817,108.2082,71.65,96,100,1.52
498,Karoi,ZW,2021-10-09 16:12:52,-16.8099,29.6925,83.98,26,87,5.53
499,Odweyne,SO,2021-10-09 16:12:52,9.4092,45.064,78.89,51,96,4.68
500,Adrar,MR,2021-10-09 16:12:53,20.5022,-10.0711,100.35,7,79,9.04
501,Veraval,IN,2021-10-09 16:12:53,20.9,70.3667,82.8,79,98,3.36
502,Marsh Harbour,BS,2021-10-09 16:12:53,26.5412,-77.0636,82.53,67,90,1.81
503,Magadi,IN,2021-10-09 16:12:54,12.9667,77.2333,71.94,91,100,9.66
504,Saveh,IR,2021-10-09 16:12:54,35.0213,50.3566,64.92,39,0,3.74
505,Teguise,ES,2021-10-09 16:12:54,29.0605,-13.564,75.42,61,20,21.85
506,Kharan,PK,2021-10-09 16:12:54,28.5833,65.4167,80.44,14,0,10.63
507,Baoying,CN,2021-10-09 16:12:55,33.2292,119.3092,74.23,92,31,5.32
508,Fundao,BR,2021-10-09 16:12:55,-19.9341,-40.4047,69.33,83,100,3.15
509,Abaza,RU,2021-10-09 16:12:55,52.655,90.0928,37.29,84,63,4.36
510,Batagay,RU,2021-10-09 16:12:56,67.6333,134.6333,26.04,74,100,6.24
511,Hobbs,US,2021-10-09 16:12:56,32.7026,-103.136,84.34,36,1,8.01
512,Cheremshan,RU,2021-10-09 16:12:56,54.6667,51.5,43.03,71,25,5.88
513,Hauterive,FR,2021-10-09 16:12:56,46.0901,3.4459,58.08,70,28,2.98
514,Izumo,JP,2021-10-09 16:09:14,35.3667,132.7667,68.41,80,0,5.53
515,Santa Rosa,PH,2021-10-09 16:10:53,14.3122,121.1114,82.11,86,96,3.51
516,Gboko,NG,2021-10-09 16:12:57,7.3179,8.9951,83.98,73,100,5.59
517,Yafran,LY,2021-10-09 16:12:57,32.0633,12.5286,68.2,58,98,11.86
518,Khor,RU,2021-10-09 16:12:58,47.8861,134.9464,52.23,55,92,8.72
519,Show Low,US,2021-10-09 16:12:58,34.2542,-110.0298,62.29,69,20,20.71
520,Puerto Montt,CL,2021-10-09 16:08:08,-41.4698,-72.9447,59.83,67,0,9.22
521,Isiro,CD,2021-10-09 16:12:58,2.7739,27.616,75.6,82,87,0.98
522,Ola,RU,2021-10-09 16:12:58,59.5833,151.2833,31.75,63,0,4.92
523,Shingu,JP,2021-10-09 16:12:59,33.7333,135.9833,71.82,88,37,9.13
524,Oyama,JP,2021-10-09 16:12:59,36.3,139.8,70.03,85,100,6.82
525,Ngunguru,NZ,2021-10-09 16:12:59,-35.6167,174.5,53.17,88,12,10.56
526,Ghorawal,IN,2021-10-09 16:13:00,24.7667,82.7833,76.1,56,1,0.89
527,Birao,CF,2021-10-09 16:13:00,10.2849,22.7882,83.43,43,93,4.5
528,Sokoni,TZ,2021-10-09 16:13:00,-6.4333,39.55,78.51,82,28,13.0
529,Chuy,UY,2021-10-09 16:13:01,-33.6971,-53.4616,64.62,62,49,12.15
530,Xinqing,CN,2021-10-09 16:13:01,48.2333,129.5,50.41,93,100,5.01
531,Acarau,BR,2021-10-09 16:13:01,-2.8856,-40.12,87.89,59,49,20.2
532,Kushima,JP,2021-10-09 16:13:02,31.4583,131.2333,76.12,88,74,11.43
533,Ormara,PK,2021-10-09 16:13:02,25.2088,64.6357,81.01,79,0,9.26
534,Seda,LV,2021-10-09 16:13:02,57.65,25.75,48.33,58,100,3.85
535,Shangzhi,CN,2021-10-09 16:13:03,45.2167,127.9667,59.43,95,100,12.39
536,San Jose,US,2021-10-09 16:11:21,37.3394,-121.895,61.56,71,20,0.0
537,Boende,CD,2021-10-09 16:13:03,-0.2167,20.8667,84.51,65,96,2.01
538,Tautira,PF,2021-10-09 16:13:04,-17.7333,-149.15,75.22,72,35,3.0
539,Sawakin,SD,2021-10-09 16:10:14,19.1059,37.3321,86.45,72,58,4.81
540,Teofilo Otoni,BR,2021-10-09 16:13:04,-17.8575,-41.5053,73.9,68,99,7.11
541,Teya,RU,2021-10-09 16:13:04,60.3778,92.6267,34.68,81,96,15.01
542,Viransehir,TR,2021-10-09 16:13:04,37.2353,39.7631,76.78,16,0,5.95
543,The Valley,AI,2021-10-09 16:13:05,18.217,-63.0578,87.94,55,20,18.41
544,Nuristan,AF,2021-10-09 16:13:05,35.3,70.8333,38.07,53,14,1.16
545,Kutum,SD,2021-10-09 16:13:05,14.2,24.6667,88.45,17,64,7.81
546,Togur,RU,2021-10-09 16:13:06,58.3631,82.8265,36.81,78,62,11.25
547,Praia,CV,2021-10-09 16:13:06,14.9215,-23.5087,93.74,29,20,13.8
548,Ketchikan,US,2021-10-09 16:13:06,55.3422,-131.6461,46.38,87,40,3.44
549,Qiongshan,CN,2021-10-09 16:13:06,20.0058,110.3542,76.71,92,100,17.2
550,Nome,US,2021-10-09 16:13:07,64.5011,-165.4064,37.47,70,75,5.75
551,Manali,IN,2021-10-09 16:13:07,13.1667,80.2667,86.09,75,99,10.8
552,Alice Springs,AU,2021-10-09 16:13:07,-23.7,133.8833,80.15,26,96,5.75
553,Zyryanka,RU,2021-10-09 16:13:08,65.75,150.85,15.62,80,15,6.93
554,Belorechensk,RU,2021-10-09 16:13:08,44.76,39.87,54.32,65,40,13.98
555,Inverell,AU,2021-10-09 16:13:08,-29.7833,151.1167,60.15,63,3,4.0
556,Mairana,BO,2021-10-09 16:13:08,-18.1167,-63.9333,78.15,47,94,8.61
557,Asyut,EG,2021-10-09 16:13:09,27.181,31.1837,86.07,24,0,9.78
558,Budingen,DE,2021-10-09 16:13:09,50.3,9.1167,61.47,59,0,5.21
559,Aklavik,CA,2021-10-09 16:13:09,68.2191,-135.0107,24.08,94,59,5.35
560,Camacha,PT,2021-10-09 16:13:10,33.0833,-16.3333,76.53,64,40,14.97
561,Sinnamary,GF,2021-10-09 16:13:10,5.3833,-52.95,87.71,62,100,10.89
562,Maasim,PH,2021-10-09 16:13:10,5.8575,125.0061,81.61,76,100,7.36
563,Terrace,CA,2021-10-09 16:13:10,54.5163,-128.6035,47.43,100,90,3.44
564,Barabinsk,RU,2021-10-09 16:13:11,55.3571,78.357,41.54,78,97,6.15
565,Dmytrivka,UA,2021-10-09 16:13:11,45.9717,28.9864,50.09,41,93,8.7
566,Popondetta,PG,2021-10-09 16:13:11,-8.7537,148.2534,72.32,96,39,3.18
567,Pekan,MY,2021-10-09 16:13:12,3.4836,103.3996,80.91,85,98,2.15
568,Maracaju,BR,2021-10-09 16:13:12,-21.6144,-55.1683,95.61,35,90,12.41
569,Pudozh,RU,2021-10-09 16:13:12,61.8099,36.5345,49.41,98,100,5.37
570,Amazar,RU,2021-10-09 16:13:13,53.858,120.875,33.13,83,100,4.52
571,Emirdag,TR,2021-10-09 16:13:13,39.0197,31.15,66.51,36,6,9.46
572,Porbandar,IN,2021-10-09 16:13:13,21.6422,69.6093,83.84,77,95,5.01
573,Zheleznodorozhnyy,RU,2021-10-09 16:13:13,55.7503,38.0042,50.22,55,100,4.52
574,Tyret Pervaya,RU,2021-10-09 16:13:14,53.6703,102.3106,37.62,56,80,6.33
